=== CSS variants: gpt_oss_120b | run_id=run_20260521 ===
>>> sample=0  10:21:14Z

============================================================
  Model:    gpt_oss_120b (openai/gpt-oss-120b-maas)
  Sample:   0  |  Run: run_20260521
  Variants: [0, 1]
============================================================

  [v0] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_variant_0_sample0_responses.jsonl
  [v0] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.68/s | ETA: 3.4m
  Progress: 133/140 | Rate: 0.12/s | ETA: 0.9m
  Progress: 134/140 | Rate: 0.12/s | ETA: 0.8m
  Progress: 135/140 | Rate: 0.12/s | ETA: 0.7m
  Progress: 136/140 | Rate: 0.12/s | ETA: 0.5m
  Progress: 137/140 | Rate: 0.12/s | ETA: 0.4m
  Progress: 138/140 | Rate: 0.12/s | ETA: 0.3m
  Progress: 139/140 | Rate: 0.12/s | ETA: 0.1m
  Progress: 140/140 | Rate: 0.12/s | ETA: 0.0m
  [v0] ✔ Done. 140 responses in 1140.4s (0.12/s)

  [v1] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_variant_1_sample1_responses.jsonl
  [v1] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.08/s | ETA: 29.1m
  Progress: 2/140 | Rate: 0.14/s | ETA: 15.9m
  Progress: 3/140 | Rate: 0.14/s | ETA: 15.8m
  Progress: 4/140 | Rate: 0.13/s | ETA: 17.6m
  Progress: 5/140 | Rate: 0.12/s | ETA: 18.5m
  Progress: 6/140 | Rate: 0.12/s | ETA: 19.4m
  Progress: 7/140 | Rate: 0.12/s | ETA: 18.9m
  Progress: 8/140 | Rate: 0.11/s | ETA: 19.7m
  Progress: 9/140 | Rate: 0.11/s | ETA: 19.1m
  Progress: 10/140 | Rate: 0.11/s | ETA: 19.0m
  Progress: 11/140 | Rate: 0.11/s | ETA: 20.0m
  Progress: 12/140 | Rate: 0.11/s | ETA: 20.1m
  Progress: 13/140 | Rate: 0.10/s | ETA: 20.3m
  Progress: 14/140 | Rate: 0.11/s | ETA: 19.6m
  Progress: 15/140 | Rate: 0.11/s | ETA: 19.6m
  Progress: 16/140 | Rate: 0.11/s | ETA: 19.4m
  Progress: 17/140 | Rate: 0.11/s | ETA: 18.9m
  Progress: 18/140 | Rate: 0.10/s | ETA: 20.1m
  Progress: 19/140 | Rate: 0.10/s | ETA: 19.6m
  Progress: 20/140 | Rate: 0.10/s | ETA: 19.3m
  Progress: 21/140 | Rate: 0.10/s | ETA: 19.1m
  Progress: 22/140 | Rate: 0.10/s | ETA: 19.2m
  Progress: 23/140 | Rate: 0.10/s | ETA: 19.7m
  Progress: 24/140 | Rate: 0.10/s | ETA: 19.9m
  Progress: 25/140 | Rate: 0.10/s | ETA: 19.5m
  Progress: 26/140 | Rate: 0.10/s | ETA: 19.4m
  Progress: 27/140 | Rate: 0.10/s | ETA: 19.0m
  Progress: 28/140 | Rate: 0.10/s | ETA: 18.8m
  Progress: 29/140 | Rate: 0.10/s | ETA: 18.6m
  Progress: 30/140 | Rate: 0.10/s | ETA: 18.5m
  Progress: 31/140 | Rate: 0.10/s | ETA: 18.7m
  Progress: 32/140 | Rate: 0.10/s | ETA: 18.7m
  Progress: 33/140 | Rate: 0.10/s | ETA: 18.4m
  Progress: 34/140 | Rate: 0.10/s | ETA: 18.1m
  Progress: 35/140 | Rate: 0.10/s | ETA: 17.9m
  Progress: 36/140 | Rate: 0.10/s | ETA: 17.5m
  Progress: 37/140 | Rate: 0.10/s | ETA: 17.2m
  Progress: 38/140 | Rate: 0.10/s | ETA: 17.0m
  Progress: 39/140 | Rate: 0.10/s | ETA: 16.8m
  Progress: 40/140 | Rate: 0.10/s | ETA: 16.5m
  Progress: 41/140 | Rate: 0.10/s | ETA: 16.5m
  Progress: 42/140 | Rate: 0.10/s | ETA: 16.2m
  Progress: 43/140 | Rate: 0.10/s | ETA: 15.9m
  Progress: 44/140 | Rate: 0.10/s | ETA: 15.7m
  Progress: 45/140 | Rate: 0.10/s | ETA: 15.5m
  Progress: 46/140 | Rate: 0.10/s | ETA: 15.2m
  Progress: 47/140 | Rate: 0.10/s | ETA: 15.0m
  Progress: 48/140 | Rate: 0.10/s | ETA: 14.7m
  Progress: 49/140 | Rate: 0.10/s | ETA: 14.5m
  Progress: 50/140 | Rate: 0.10/s | ETA: 14.3m
  Progress: 51/140 | Rate: 0.11/s | ETA: 13.9m
  Progress: 52/140 | Rate: 0.11/s | ETA: 13.6m
  Progress: 53/140 | Rate: 0.11/s | ETA: 13.2m
  Progress: 54/140 | Rate: 0.11/s | ETA: 12.8m
  Progress: 55/140 | Rate: 0.11/s | ETA: 12.6m
  Progress: 56/140 | Rate: 0.11/s | ETA: 12.3m
  Progress: 57/140 | Rate: 0.12/s | ETA: 12.0m
  Progress: 58/140 | Rate: 0.12/s | ETA: 11.7m
  Progress: 59/140 | Rate: 0.12/s | ETA: 11.4m
  Progress: 60/140 | Rate: 0.12/s | ETA: 11.1m
  Progress: 61/140 | Rate: 0.12/s | ETA: 11.0m
  Progress: 62/140 | Rate: 0.12/s | ETA: 10.9m
  Progress: 63/140 | Rate: 0.12/s | ETA: 10.7m
  Progress: 64/140 | Rate: 0.12/s | ETA: 10.6m
  Progress: 65/140 | Rate: 0.12/s | ETA: 10.5m
  Progress: 66/140 | Rate: 0.12/s | ETA: 10.3m
  Progress: 67/140 | Rate: 0.12/s | ETA: 10.1m
  Progress: 68/140 | Rate: 0.12/s | ETA: 10.0m
  Progress: 69/140 | Rate: 0.12/s | ETA: 9.9m
  Progress: 70/140 | Rate: 0.12/s | ETA: 9.8m
  Progress: 71/140 | Rate: 0.12/s | ETA: 9.6m
  Progress: 72/140 | Rate: 0.12/s | ETA: 9.4m
  Progress: 73/140 | Rate: 0.12/s | ETA: 9.3m
  Progress: 74/140 | Rate: 0.12/s | ETA: 9.1m
  Progress: 75/140 | Rate: 0.12/s | ETA: 9.0m
  Progress: 76/140 | Rate: 0.12/s | ETA: 8.9m
  Progress: 77/140 | Rate: 0.12/s | ETA: 8.8m
  Progress: 78/140 | Rate: 0.12/s | ETA: 8.6m
  Progress: 79/140 | Rate: 0.12/s | ETA: 8.5m
  Progress: 80/140 | Rate: 0.12/s | ETA: 8.3m
  Progress: 81/140 | Rate: 0.12/s | ETA: 8.2m
  Progress: 82/140 | Rate: 0.12/s | ETA: 8.0m
  Progress: 83/140 | Rate: 0.12/s | ETA: 7.8m
  Progress: 84/140 | Rate: 0.12/s | ETA: 7.7m
  Progress: 85/140 | Rate: 0.12/s | ETA: 7.5m
  Progress: 86/140 | Rate: 0.12/s | ETA: 7.4m
  Progress: 87/140 | Rate: 0.12/s | ETA: 7.2m
  Progress: 88/140 | Rate: 0.12/s | ETA: 7.1m
  Progress: 89/140 | Rate: 0.12/s | ETA: 7.0m
  Progress: 90/140 | Rate: 0.12/s | ETA: 6.8m
  Progress: 91/140 | Rate: 0.12/s | ETA: 6.6m
  Progress: 92/140 | Rate: 0.12/s | ETA: 6.5m
  Progress: 93/140 | Rate: 0.12/s | ETA: 6.4m
  Progress: 94/140 | Rate: 0.12/s | ETA: 6.2m
  Progress: 95/140 | Rate: 0.12/s | ETA: 6.1m
  Progress: 96/140 | Rate: 0.12/s | ETA: 5.9m
  Progress: 97/140 | Rate: 0.12/s | ETA: 5.8m
  Progress: 98/140 | Rate: 0.12/s | ETA: 5.6m
  Progress: 99/140 | Rate: 0.12/s | ETA: 5.5m
  Progress: 100/140 | Rate: 0.12/s | ETA: 5.4m
  Progress: 101/140 | Rate: 0.12/s | ETA: 5.2m
  Progress: 102/140 | Rate: 0.13/s | ETA: 5.1m
  Progress: 103/140 | Rate: 0.13/s | ETA: 4.9m
  Progress: 104/140 | Rate: 0.12/s | ETA: 4.8m
  Progress: 105/140 | Rate: 0.13/s | ETA: 4.7m
  Progress: 106/140 | Rate: 0.13/s | ETA: 4.5m
  Progress: 107/140 | Rate: 0.13/s | ETA: 4.4m
  Progress: 108/140 | Rate: 0.13/s | ETA: 4.3m
  Progress: 109/140 | Rate: 0.13/s | ETA: 4.1m
  Progress: 110/140 | Rate: 0.13/s | ETA: 4.0m
  Progress: 111/140 | Rate: 0.13/s | ETA: 3.8m
  Progress: 112/140 | Rate: 0.13/s | ETA: 3.7m
  Progress: 113/140 | Rate: 0.13/s | ETA: 3.6m
  Progress: 114/140 | Rate: 0.13/s | ETA: 3.4m
  Progress: 115/140 | Rate: 0.13/s | ETA: 3.3m
  Progress: 116/140 | Rate: 0.13/s | ETA: 3.2m
  Progress: 117/140 | Rate: 0.13/s | ETA: 3.1m
  Progress: 118/140 | Rate: 0.12/s | ETA: 2.9m
  Progress: 119/140 | Rate: 0.12/s | ETA: 2.8m
  Progress: 120/140 | Rate: 0.12/s | ETA: 2.7m
  Progress: 121/140 | Rate: 0.13/s | ETA: 2.5m
  Progress: 122/140 | Rate: 0.13/s | ETA: 2.4m
  Progress: 123/140 | Rate: 0.13/s | ETA: 2.2m
  Progress: 124/140 | Rate: 0.13/s | ETA: 2.1m
  Progress: 125/140 | Rate: 0.13/s | ETA: 2.0m
  Progress: 126/140 | Rate: 0.13/s | ETA: 1.8m
  Progress: 127/140 | Rate: 0.13/s | ETA: 1.7m
  Progress: 128/140 | Rate: 0.13/s | ETA: 1.5m
  Progress: 129/140 | Rate: 0.13/s | ETA: 1.4m
  Progress: 130/140 | Rate: 0.13/s | ETA: 1.3m
  Progress: 131/140 | Rate: 0.13/s | ETA: 1.1m
  Progress: 132/140 | Rate: 0.13/s | ETA: 1.0m
  Progress: 133/140 | Rate: 0.13/s | ETA: 0.9m
  Progress: 134/140 | Rate: 0.13/s | ETA: 0.8m
  Progress: 135/140 | Rate: 0.13/s | ETA: 0.6m
  Progress: 136/140 | Rate: 0.13/s | ETA: 0.5m
  Progress: 137/140 | Rate: 0.13/s | ETA: 0.4m
  Progress: 138/140 | Rate: 0.13/s | ETA: 0.3m
  Progress: 139/140 | Rate: 0.13/s | ETA: 0.1m
  Progress: 140/140 | Rate: 0.13/s | ETA: 0.0m
  [v1] ✔ Done. 140 responses in 1062.7s (0.13/s)
>>> sample=2  11:31:44Z

============================================================
  Model:    gpt_oss_120b (openai/gpt-oss-120b-maas)
  Sample:   2  |  Run: run_20260521
  Variants: [0, 1]
============================================================

  [v0] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_variant_0_sample2_responses.jsonl
  [v0] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.70/s | ETA: 3.3m
  Progress: 2/140 | Rate: 0.29/s | ETA: 8.0m
  Progress: 3/140 | Rate: 0.30/s | ETA: 7.6m
  Progress: 4/140 | Rate: 0.22/s | ETA: 10.3m
  Progress: 5/140 | Rate: 0.23/s | ETA: 9.8m
  Progress: 6/140 | Rate: 0.26/s | ETA: 8.7m
  Progress: 7/140 | Rate: 0.26/s | ETA: 8.4m
  Progress: 8/140 | Rate: 0.22/s | ETA: 10.2m
  Progress: 9/140 | Rate: 0.23/s | ETA: 9.6m
  Progress: 10/140 | Rate: 0.21/s | ETA: 10.2m
  Progress: 11/140 | Rate: 0.19/s | ETA: 11.1m
  Progress: 12/140 | Rate: 0.18/s | ETA: 11.6m
  Progress: 13/140 | Rate: 0.17/s | ETA: 12.3m
  Progress: 14/140 | Rate: 0.17/s | ETA: 12.4m
  Progress: 15/140 | Rate: 0.16/s | ETA: 12.8m
  Progress: 16/140 | Rate: 0.16/s | ETA: 12.8m
  Progress: 17/140 | Rate: 0.16/s | ETA: 13.1m
  Progress: 18/140 | Rate: 0.16/s | ETA: 13.0m
  Progress: 19/140 | Rate: 0.16/s | ETA: 13.0m
  Progress: 20/140 | Rate: 0.15/s | ETA: 13.2m
  Progress: 21/140 | Rate: 0.15/s | ETA: 13.0m
  Progress: 22/140 | Rate: 0.15/s | ETA: 12.8m
  Progress: 23/140 | Rate: 0.15/s | ETA: 12.7m
  Progress: 24/140 | Rate: 0.15/s | ETA: 12.6m
  Progress: 25/140 | Rate: 0.15/s | ETA: 12.5m
  Progress: 26/140 | Rate: 0.15/s | ETA: 12.6m
  Progress: 27/140 | Rate: 0.15/s | ETA: 12.3m
  Progress: 28/140 | Rate: 0.16/s | ETA: 12.0m
  Progress: 29/140 | Rate: 0.15/s | ETA: 12.1m
  Progress: 30/140 | Rate: 0.15/s | ETA: 12.0m
  Progress: 31/140 | Rate: 0.15/s | ETA: 11.9m
  Progress: 32/140 | Rate: 0.15/s | ETA: 11.8m
  Progress: 33/140 | Rate: 0.09/s | ETA: 18.8m
  [cat4_orig_004/v0] [Attempt 1] Error: Expecting value: line 1 column 1 (char 0) — waiting 2s
  Progress: 34/140 | Rate: 0.09/s | ETA: 18.6m
  Progress: 35/140 | Rate: 0.10/s | ETA: 18.3m
  Progress: 36/140 | Rate: 0.10/s | ETA: 18.0m
  Progress: 37/140 | Rate: 0.10/s | ETA: 17.8m
  Progress: 38/140 | Rate: 0.10/s | ETA: 17.5m
  Progress: 39/140 | Rate: 0.10/s | ETA: 17.3m
  Progress: 40/140 | Rate: 0.10/s | ETA: 17.0m
  Progress: 41/140 | Rate: 0.10/s | ETA: 16.8m
  Progress: 42/140 | Rate: 0.10/s | ETA: 16.5m
  Progress: 43/140 | Rate: 0.10/s | ETA: 16.3m
  Progress: 44/140 | Rate: 0.10/s | ETA: 16.0m
  Progress: 45/140 | Rate: 0.10/s | ETA: 15.8m
  Progress: 46/140 | Rate: 0.10/s | ETA: 15.6m
  Progress: 47/140 | Rate: 0.10/s | ETA: 15.3m
  Progress: 48/140 | Rate: 0.10/s | ETA: 15.0m
  Progress: 49/140 | Rate: 0.10/s | ETA: 14.8m
  Progress: 50/140 | Rate: 0.10/s | ETA: 14.5m
  Progress: 51/140 | Rate: 0.10/s | ETA: 14.2m
  Progress: 52/140 | Rate: 0.11/s | ETA: 14.0m
  Progress: 53/140 | Rate: 0.11/s | ETA: 13.6m
  Progress: 54/140 | Rate: 0.11/s | ETA: 13.2m
  Progress: 55/140 | Rate: 0.11/s | ETA: 13.0m
  Progress: 56/140 | Rate: 0.11/s | ETA: 12.8m
  Progress: 57/140 | Rate: 0.11/s | ETA: 12.4m
  Progress: 58/140 | Rate: 0.11/s | ETA: 12.1m
  Progress: 59/140 | Rate: 0.11/s | ETA: 11.8m
  Progress: 60/140 | Rate: 0.12/s | ETA: 11.5m
  Progress: 61/140 | Rate: 0.12/s | ETA: 11.4m
  Progress: 62/140 | Rate: 0.12/s | ETA: 11.2m
  Progress: 63/140 | Rate: 0.12/s | ETA: 11.0m
  Progress: 64/140 | Rate: 0.12/s | ETA: 10.9m
  Progress: 65/140 | Rate: 0.12/s | ETA: 10.7m
  Progress: 66/140 | Rate: 0.12/s | ETA: 10.5m
  Progress: 67/140 | Rate: 0.12/s | ETA: 10.4m
  Progress: 68/140 | Rate: 0.12/s | ETA: 10.2m
  Progress: 69/140 | Rate: 0.12/s | ETA: 10.0m
  Progress: 70/140 | Rate: 0.12/s | ETA: 9.9m
  Progress: 71/140 | Rate: 0.12/s | ETA: 9.7m
  Progress: 72/140 | Rate: 0.12/s | ETA: 9.5m
  Progress: 73/140 | Rate: 0.12/s | ETA: 9.4m
  Progress: 74/140 | Rate: 0.12/s | ETA: 9.2m
  Progress: 75/140 | Rate: 0.12/s | ETA: 9.1m
  Progress: 76/140 | Rate: 0.12/s | ETA: 8.9m
  Progress: 77/140 | Rate: 0.12/s | ETA: 8.7m
  Progress: 78/140 | Rate: 0.12/s | ETA: 8.6m
  Progress: 79/140 | Rate: 0.12/s | ETA: 8.5m
  Progress: 80/140 | Rate: 0.12/s | ETA: 8.3m
  Progress: 81/140 | Rate: 0.12/s | ETA: 8.2m
  Progress: 82/140 | Rate: 0.12/s | ETA: 8.1m
  Progress: 83/140 | Rate: 0.12/s | ETA: 7.9m
  Progress: 84/140 | Rate: 0.12/s | ETA: 7.8m
  Progress: 85/140 | Rate: 0.12/s | ETA: 7.6m
  Progress: 86/140 | Rate: 0.12/s | ETA: 7.5m
  Progress: 87/140 | Rate: 0.12/s | ETA: 7.3m
  Progress: 88/140 | Rate: 0.12/s | ETA: 7.2m
  Progress: 89/140 | Rate: 0.12/s | ETA: 7.0m
  Progress: 90/140 | Rate: 0.12/s | ETA: 6.9m
  Progress: 91/140 | Rate: 0.12/s | ETA: 6.7m
  Progress: 92/140 | Rate: 0.12/s | ETA: 6.6m
  Progress: 93/140 | Rate: 0.12/s | ETA: 6.4m
  Progress: 94/140 | Rate: 0.12/s | ETA: 6.3m
  Progress: 95/140 | Rate: 0.12/s | ETA: 6.1m
  Progress: 96/140 | Rate: 0.12/s | ETA: 6.0m
  Progress: 97/140 | Rate: 0.12/s | ETA: 5.8m
  Progress: 98/140 | Rate: 0.12/s | ETA: 5.7m
  Progress: 99/140 | Rate: 0.12/s | ETA: 5.5m
  Progress: 100/140 | Rate: 0.12/s | ETA: 5.4m
  Progress: 101/140 | Rate: 0.12/s | ETA: 5.3m
  Progress: 102/140 | Rate: 0.12/s | ETA: 5.2m
  Progress: 103/140 | Rate: 0.12/s | ETA: 5.0m
  Progress: 104/140 | Rate: 0.12/s | ETA: 4.9m
  Progress: 105/140 | Rate: 0.12/s | ETA: 4.8m
  Progress: 106/140 | Rate: 0.12/s | ETA: 4.6m
  Progress: 107/140 | Rate: 0.12/s | ETA: 4.5m
  Progress: 108/140 | Rate: 0.12/s | ETA: 4.3m
  Progress: 109/140 | Rate: 0.12/s | ETA: 4.2m
  Progress: 110/140 | Rate: 0.12/s | ETA: 4.1m
  Progress: 111/140 | Rate: 0.12/s | ETA: 3.9m
  Progress: 112/140 | Rate: 0.12/s | ETA: 3.8m
  Progress: 113/140 | Rate: 0.12/s | ETA: 3.7m
  Progress: 114/140 | Rate: 0.12/s | ETA: 3.5m
  Progress: 115/140 | Rate: 0.12/s | ETA: 3.4m
  Progress: 116/140 | Rate: 0.12/s | ETA: 3.3m
  Progress: 117/140 | Rate: 0.12/s | ETA: 3.1m
  Progress: 118/140 | Rate: 0.12/s | ETA: 3.0m
  Progress: 119/140 | Rate: 0.12/s | ETA: 2.9m
  Progress: 120/140 | Rate: 0.12/s | ETA: 2.7m
  Progress: 121/140 | Rate: 0.12/s | ETA: 2.6m
  Progress: 122/140 | Rate: 0.12/s | ETA: 2.4m
  Progress: 123/140 | Rate: 0.13/s | ETA: 2.3m
  Progress: 124/140 | Rate: 0.13/s | ETA: 2.1m
  Progress: 125/140 | Rate: 0.13/s | ETA: 2.0m
  Progress: 126/140 | Rate: 0.13/s | ETA: 1.8m
  Progress: 127/140 | Rate: 0.13/s | ETA: 1.7m
  Progress: 128/140 | Rate: 0.13/s | ETA: 1.6m
  Progress: 129/140 | Rate: 0.13/s | ETA: 1.4m
  Progress: 130/140 | Rate: 0.13/s | ETA: 1.3m
  Progress: 131/140 | Rate: 0.13/s | ETA: 1.2m
  Progress: 132/140 | Rate: 0.13/s | ETA: 1.0m
  Progress: 133/140 | Rate: 0.13/s | ETA: 0.9m
  Progress: 134/140 | Rate: 0.13/s | ETA: 0.8m
  Progress: 135/140 | Rate: 0.13/s | ETA: 0.6m
  Progress: 136/140 | Rate: 0.13/s | ETA: 0.5m
  Progress: 137/140 | Rate: 0.13/s | ETA: 0.4m
  Progress: 138/140 | Rate: 0.13/s | ETA: 0.3m
  Progress: 139/140 | Rate: 0.13/s | ETA: 0.1m
  Progress: 140/140 | Rate: 0.13/s | ETA: 0.0m
  [v0] ✔ Done. 140 responses in 1080.5s (0.13/s)

  [v1] Output: /home/satvik/Documents/CIKM/runs/run_20260521/responses/gpt_oss_120b_variant_1_sample2_responses.jsonl
  [v1] Remaining: 140 prompts
  Progress: 1/140 | Rate: 0.50/s | ETA: 4.6m
  Progress: 2/140 | Rate: 0.41/s | ETA: 5.6m
  Progress: 3/140 | Rate: 0.26/s | ETA: 8.8m
  Progress: 4/140 | Rate: 0.18/s | ETA: 12.6m
  Progress: 5/140 | Rate: 0.17/s | ETA: 13.4m
  Progress: 6/140 | Rate: 0.16/s | ETA: 14.3m
  Progress: 7/140 | Rate: 0.14/s | ETA: 15.8m
  Progress: 8/140 | Rate: 0.13/s | ETA: 17.1m
  Progress: 9/140 | Rate: 0.13/s | ETA: 16.8m
  Progress: 10/140 | Rate: 0.13/s | ETA: 16.8m
  Progress: 11/140 | Rate: 0.13/s | ETA: 16.7m
  Progress: 12/140 | Rate: 0.12/s | ETA: 17.6m
  Progress: 13/140 | Rate: 0.12/s | ETA: 17.4m
  Progress: 14/140 | Rate: 0.12/s | ETA: 17.0m
  Progress: 15/140 | Rate: 0.12/s | ETA: 17.9m
  Progress: 16/140 | Rate: 0.11/s | ETA: 18.6m
  Progress: 17/140 | Rate: 0.11/s | ETA: 18.4m
  Progress: 18/140 | Rate: 0.11/s | ETA: 18.4m
  Progress: 19/140 | Rate: 0.11/s | ETA: 18.7m
  Progress: 20/140 | Rate: 0.11/s | ETA: 18.5m
  Progress: 21/140 | Rate: 0.11/s | ETA: 18.2m
  Progress: 22/140 | Rate: 0.11/s | ETA: 17.9m
  Progress: 23/140 | Rate: 0.11/s | ETA: 17.6m
  Progress: 24/140 | Rate: 0.11/s | ETA: 17.3m
  Progress: 25/140 | Rate: 0.11/s | ETA: 17.0m
  Progress: 26/140 | Rate: 0.11/s | ETA: 16.7m
  Progress: 27/140 | Rate: 0.12/s | ETA: 16.3m
  Progress: 28/140 | Rate: 0.12/s | ETA: 15.9m
  Progress: 29/140 | Rate: 0.12/s | ETA: 15.9m
  Progress: 30/140 | Rate: 0.12/s | ETA: 15.6m
  Progress: 31/140 | Rate: 0.12/s | ETA: 15.6m
  Progress: 32/140 | Rate: 0.12/s | ETA: 15.6m
  Progress: 33/140 | Rate: 0.12/s | ETA: 15.4m
  Progress: 34/140 | Rate: 0.12/s | ETA: 15.3m
  Progress: 35/140 | Rate: 0.12/s | ETA: 15.2m
  Progress: 36/140 | Rate: 0.12/s | ETA: 14.9m
  Progress: 37/140 | Rate: 0.12/s | ETA: 14.6m
  Progress: 38/140 | Rate: 0.12/s | ETA: 14.4m
  Progress: 39/140 | Rate: 0.12/s | ETA: 14.3m
  Progress: 40/140 | Rate: 0.12/s | ETA: 14.2m
  Progress: 41/140 | Rate: 0.12/s | ETA: 14.0m
  Progress: 42/140 | Rate: 0.12/s | ETA: 13.8m
  Progress: 43/140 | Rate: 0.12/s | ETA: 13.6m
  Progress: 44/140 | Rate: 0.12/s | ETA: 13.6m
  Progress: 45/140 | Rate: 0.12/s | ETA: 13.3m
  Progress: 46/140 | Rate: 0.12/s | ETA: 13.1m
  Progress: 47/140 | Rate: 0.12/s | ETA: 12.9m
  Progress: 48/140 | Rate: 0.12/s | ETA: 12.7m
  Progress: 49/140 | Rate: 0.12/s | ETA: 12.6m
  Progress: 50/140 | Rate: 0.12/s | ETA: 12.4m
  Progress: 51/140 | Rate: 0.12/s | ETA: 12.1m
  Progress: 52/140 | Rate: 0.12/s | ETA: 11.8m
  Progress: 53/140 | Rate: 0.13/s | ETA: 11.5m
  Progress: 54/140 | Rate: 0.13/s | ETA: 11.2m
  Progress: 55/140 | Rate: 0.13/s | ETA: 11.1m
  Progress: 56/140 | Rate: 0.13/s | ETA: 10.9m
  Progress: 57/140 | Rate: 0.13/s | ETA: 10.6m
  Progress: 58/140 | Rate: 0.13/s | ETA: 10.3m
  Progress: 59/140 | Rate: 0.13/s | ETA: 10.1m
  Progress: 60/140 | Rate: 0.13/s | ETA: 9.9m
  Progress: 61/140 | Rate: 0.13/s | ETA: 9.9m
  Progress: 62/140 | Rate: 0.13/s | ETA: 9.9m
  Progress: 63/140 | Rate: 0.13/s | ETA: 9.8m
  Progress: 64/140 | Rate: 0.13/s | ETA: 9.7m
  Progress: 65/140 | Rate: 0.13/s | ETA: 9.6m
  Progress: 66/140 | Rate: 0.13/s | ETA: 9.5m
  Progress: 67/140 | Rate: 0.13/s | ETA: 9.4m
  Progress: 68/140 | Rate: 0.13/s | ETA: 9.3m
  Progress: 69/140 | Rate: 0.13/s | ETA: 9.2m
  Progress: 70/140 | Rate: 0.13/s | ETA: 9.1m
  Progress: 71/140 | Rate: 0.13/s | ETA: 9.0m
  Progress: 72/140 | Rate: 0.13/s | ETA: 8.9m
  Progress: 73/140 | Rate: 0.13/s | ETA: 8.8m
  Progress: 74/140 | Rate: 0.13/s | ETA: 8.8m
  Progress: 75/140 | Rate: 0.12/s | ETA: 8.7m
  Progress: 76/140 | Rate: 0.13/s | ETA: 8.5m
  Progress: 77/140 | Rate: 0.12/s | ETA: 8.5m
  Progress: 78/140 | Rate: 0.12/s | ETA: 8.4m
  Progress: 79/140 | Rate: 0.12/s | ETA: 8.2m
  Progress: 80/140 | Rate: 0.12/s | ETA: 8.1m
  Progress: 81/140 | Rate: 0.12/s | ETA: 8.0m
  Progress: 82/140 | Rate: 0.12/s | ETA: 7.9m
  Progress: 83/140 | Rate: 0.12/s | ETA: 7.7m
  Progress: 84/140 | Rate: 0.12/s | ETA: 7.6m
  Progress: 85/140 | Rate: 0.12/s | ETA: 7.5m
  Progress: 86/140 | Rate: 0.12/s | ETA: 7.3m
  Progress: 87/140 | Rate: 0.12/s | ETA: 7.2m
  Progress: 88/140 | Rate: 0.12/s | ETA: 7.1m
  Progress: 89/140 | Rate: 0.12/s | ETA: 6.9m
  Progress: 90/140 | Rate: 0.12/s | ETA: 6.8m
  Progress: 91/140 | Rate: 0.12/s | ETA: 6.6m
  Progress: 92/140 | Rate: 0.12/s | ETA: 6.5m
  Progress: 93/140 | Rate: 0.12/s | ETA: 6.3m
  Progress: 94/140 | Rate: 0.12/s | ETA: 6.2m
  Progress: 95/140 | Rate: 0.12/s | ETA: 6.1m
  Progress: 96/140 | Rate: 0.12/s | ETA: 6.0m
  Progress: 97/140 | Rate: 0.12/s | ETA: 5.8m
  Progress: 98/140 | Rate: 0.12/s | ETA: 5.7m
  Progress: 99/140 | Rate: 0.12/s | ETA: 5.6m
  Progress: 100/140 | Rate: 0.12/s | ETA: 5.5m
  Progress: 101/140 | Rate: 0.12/s | ETA: 5.3m
  Progress: 102/140 | Rate: 0.12/s | ETA: 5.2m
  Progress: 103/140 | Rate: 0.12/s | ETA: 5.1m
  Progress: 104/140 | Rate: 0.12/s | ETA: 4.9m
  Progress: 105/140 | Rate: 0.12/s | ETA: 4.8m
  Progress: 106/140 | Rate: 0.12/s | ETA: 4.7m
  Progress: 107/140 | Rate: 0.12/s | ETA: 4.5m
  Progress: 108/140 | Rate: 0.12/s | ETA: 4.4m
  Progress: 109/140 | Rate: 0.12/s | ETA: 4.3m
  Progress: 110/140 | Rate: 0.12/s | ETA: 4.2m
  Progress: 111/140 | Rate: 0.12/s | ETA: 4.0m
  Progress: 112/140 | Rate: 0.12/s | ETA: 3.9m
  Progress: 113/140 | Rate: 0.12/s | ETA: 3.8m
  Progress: 114/140 | Rate: 0.12/s | ETA: 3.6m
  Progress: 115/140 | Rate: 0.12/s | ETA: 3.5m
  Progress: 116/140 | Rate: 0.12/s | ETA: 3.3m
  Progress: 117/140 | Rate: 0.12/s | ETA: 3.2m
  Progress: 118/140 | Rate: 0.12/s | ETA: 3.1m
  Progress: 119/140 | Rate: 0.12/s | ETA: 2.9m
  Progress: 120/140 | Rate: 0.12/s | ETA: 2.8m
  Progress: 121/140 | Rate: 0.12/s | ETA: 2.6m
  Progress: 122/140 | Rate: 0.12/s | ETA: 2.5m
  Progress: 123/140 | Rate: 0.12/s | ETA: 2.3m
  Progress: 124/140 | Rate: 0.12/s | ETA: 2.2m
  Progress: 125/140 | Rate: 0.12/s | ETA: 2.0m
  Progress: 126/140 | Rate: 0.12/s | ETA: 1.9m
  Progress: 127/140 | Rate: 0.12/s | ETA: 1.8m
